SubjNum	Condition	Movie	MS
e2852	unwarned	B	320132
e2852	unwarned	B	323663
e2852	unwarned	A	6791
e2852	unwarned	A	8471
e2852	unwarned	A	13002
e2852	unwarned	A	16762
e2852	unwarned	A	18590
e2852	unwarned	A	23219
e2852	unwarned	A	26255
e2852	unwarned	A	28685
e2852	unwarned	A	30384
e2852	unwarned	A	32748
e2852	unwarned	A	35108
e2852	unwarned	A	38876
e2852	unwarned	A	42766
e2852	unwarned	A	46933
e2852	unwarned	A	71623
e2852	unwarned	A	73038
e2852	unwarned	A	74864
e2852	unwarned	A	83214
e2852	unwarned	A	88931
e2852	unwarned	A	94720
e2852	unwarned	A	99241
e2852	unwarned	A	104870
e2852	unwarned	A	107295
e2852	unwarned	A	109099
e2852	unwarned	A	111963
e2852	unwarned	A	116866
e2852	unwarned	A	121798
e2852	unwarned	A	124524
e2852	unwarned	A	130942
e2852	unwarned	A	139322
e2852	unwarned	A	147974
e2852	unwarned	A	156237
e2852	unwarned	A	164718
e2852	unwarned	A	169946
e2852	unwarned	A	171577
e2852	unwarned	C	21476
e2852	unwarned	C	22767
e2852	unwarned	C	26741
e2852	unwarned	C	29581
e2852	unwarned	C	35377
e2852	unwarned	C	35849
e2852	unwarned	C	36645
e2852	unwarned	C	38389
e2852	unwarned	C	41164
e2852	unwarned	C	42730
e2852	unwarned	C	44435
e2852	unwarned	C	46830
e2852	unwarned	C	48621
e2852	unwarned	C	52534
e2852	unwarned	C	56518
e2852	unwarned	C	59732
e2852	unwarned	C	61850
e2852	unwarned	C	64417
e2852	unwarned	C	67370
e2852	unwarned	C	70898
e2852	unwarned	C	73319
e2852	unwarned	C	76019
e2852	unwarned	C	79598
e2852	unwarned	C	81844
e2852	unwarned	C	84059
e2852	unwarned	C	89806
e2852	unwarned	C	97860
e2852	unwarned	C	105553
e2852	unwarned	C	108630
e2852	unwarned	C	114829
e2852	unwarned	C	115740
e2852	unwarned	C	117481
e2852	unwarned	C	119255
e2852	unwarned	C	121713
e2852	unwarned	C	124875
e2852	unwarned	C	131660
e2852	unwarned	C	134118
e2852	unwarned	C	136391
e2852	unwarned	C	139542
e2852	unwarned	C	141566
e2852	unwarned	C	144072
e2852	unwarned	C	147831
e2852	unwarned	C	148364
e2852	unwarned	C	151971
e2852	unwarned	C	154965
e2852	unwarned	C	158223
e2852	unwarned	C	161413
e2852	unwarned	C	164548
e2852	unwarned	C	165669
e2852	unwarned	C	167033
e2852	unwarned	C	169254
e2852	unwarned	C	170763
e2852	unwarned	C	172436
e2852	unwarned	C	175979
e2852	unwarned	C	177747
e2852	unwarned	C	181944
e2852	unwarned	C	185136
e2852	unwarned	C	186938
e2852	unwarned	C	189920
e2852	unwarned	C	192363
e2852	unwarned	C	194877
e2852	unwarned	C	197241
e2852	unwarned	C	200337
e2852	unwarned	C	202892
e2852	unwarned	C	207717
e2852	unwarned	C	210669
e2852	unwarned	C	213000
e2852	unwarned	C	214557
e2852	unwarned	C	219227
e2852	unwarned	C	225964
e2852	unwarned	C	229281
e2852	unwarned	C	234300
e2852	unwarned	C	238029
e2853	unwarned	C	34457
e2853	unwarned	C	78918
e2853	unwarned	C	129676
e2853	unwarned	C	189354
e2853	unwarned	C	202655
e2853	unwarned	C	218494
e2853	unwarned	C	228354
e2853	unwarned	C	241511
e2853	unwarned	B	27746
e2853	unwarned	B	112068
e2853	unwarned	B	201571
e2853	unwarned	B	270151
e2853	unwarned	B	325970
e2853	unwarned	A	12304
e2853	unwarned	A	25886
e2853	unwarned	A	43499
e2853	unwarned	A	72453
e2853	unwarned	A	87615
e2853	unwarned	A	106875
e2853	unwarned	A	121703
e2853	unwarned	A	138140
e2853	unwarned	A	162513
e2853	unwarned	A	167582
e2853	unwarned	A	174137
e2855	warned	A	7014
e2855	warned	A	17738
e2855	warned	A	30947
e2855	warned	A	43182
e2855	warned	A	72209
e2855	warned	A	83953
e2855	warned	A	87278
e2855	warned	A	102896
e2855	warned	A	106424
e2855	warned	A	121636
e2855	warned	A	147086
e2855	warned	A	162562
e2855	warned	A	167548
e2855	warned	A	174097
e2855	warned	B	10838
e2855	warned	B	17225
e2855	warned	B	27320
e2855	warned	B	42012
e2855	warned	B	52828
e2855	warned	B	58399
e2855	warned	B	69365
e2855	warned	B	86529
e2855	warned	B	101796
e2855	warned	B	112422
e2855	warned	B	135549
e2855	warned	B	160049
e2855	warned	B	179897
e2855	warned	B	191010
e2855	warned	B	214262
e2855	warned	B	227867
e2855	warned	B	238659
e2855	warned	B	258437
e2855	warned	B	268645
e2855	warned	B	277195
e2855	warned	B	303159
e2855	warned	B	305244
e2855	warned	B	321487
e2855	warned	B	323012
e2855	warned	B	330204
e2855	warned	C	20593
e2855	warned	C	34407
e2855	warned	C	48318
e2855	warned	C	58798
e2855	warned	C	66435
e2855	warned	C	76871
e2855	warned	C	78862
e2855	warned	C	95164
e2855	warned	C	114920
e2855	warned	C	118596
e2855	warned	C	130407
e2855	warned	C	132730
e2855	warned	C	146294
e2855	warned	C	163437
e2855	warned	C	178997
e2855	warned	C	188653
e2855	warned	C	201800
e2855	warned	C	205797
e2855	warned	C	209026
e2855	warned	C	216443
e2855	warned	C	226642
e2855	warned	C	237564
e2855	warned	C	242072
e2855	warned	C	246255
